title,original_title,budget,Genre,language,spoken_language,homepage,overview,popularity,runtime,revenue,release_date,vote_average,vote_count,production_countries,web_url,snippet,source,keywords,pub_date,word_count,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.organization
A Journal for Jordan,A Journal for Jordan,25000000,"Drama, Romance",en,English,https://www.sonypictures.com/movies/ajournalforjordan,"Based on the true story of First Sergeant Charles Monroe King, a soldier deployed to Iraq begins to keep a journal of love and advice for his infant son. Back at home, senior New York Times editor Dana Canedy revisits the story of her unlikely, life-altering relationship with King and his enduring devotion to her and their child.",16.965,131,6700000,2021-12-22,7.0,109,"Canada, United States of America",https://www.nytimes.com/2021/12/23/movies/a-journal-for-jordan-review.html,The actors Michael B. Jordan and Chanté Adams bring a compelling chemistry to the screen as opposites who fall for each other.,The New York Times,"subject:Movies;creative_works:A Journal for Jordan (Movie);persons:Washington, Denzel;persons:Jordan, Michael B;persons:Adams, Chante;subject:Books and Literature;creative_works:A Journal for Jordan: A Story of Love and Honor (Book);persons:Canedy, Dana;subject:Black People;subject:Blacks;",2021-12-23T18:54:12+0000,505.0,‘A Journal for Jordan’ Review: Reflections on Love Built and Lost,,,Reflections on Love That’s Built and Lost,,,,By Lisa Kennedy,
Love Is in the Green Wind,恋は緑の風の中,0,Drama,ja,Japanese,,A youthful film depicting the sexual awakening of a boy who has just entered adolescence and his heartbreaking romance during the summer holidays with a young sprightly girl.,20.619,93,0,1974-11-23,10.0,1,Japan,,,,,,,,,,,,,,,
Love Hard,Love Hard,0,"Comedy, Romance",en,English,https://www.netflix.com/title/81086631,"An LA girl, unlucky in love, falls for an East Coast guy on a dating app and decides to surprise him for Christmas, only to discover that she's been catfished. But the object of her affection actually lives in the same town, and the guy who duped her offers to set them up if she pretends to be his own girlfriend for the holidays.",30.83,105,0,2021-11-05,6.955,1435,United States of America,https://www.nytimes.com/2021/11/05/movies/love-hard-review.html,"When a perennially single journalist travels across the country to meet her dream guy, she finds she’s been catfished.",The New York Times,"subject:Movies;creative_works:Love Hard (Movie);persons:Jimenez, Hernan;",2021-11-05T07:01:03+0000,343.0,"‘Love Hard’ Review: Seeking Connection, Not Perfection",,,Love Hard,,,,By Concepción de León,
Bergman Island,Bergman Island,0,"Drama, Romance",en,"German, English, Swedish",https://www.ifcfilms.com/films/bergman-island,"An English-German filmmaking couple retreat to Fårö for the summer to each write screenplays for their upcoming films in an act of pilgrimage to the place that inspired Ingmar Bergman. As the summer and their screenplays advance, the lines between reality and fiction start to blur against the backdrop of the Island's wild landscape.",29.712,113,589895,2021-07-14,6.176,189,"Belgium, France, Germany, Mexico, Sweden",https://www.nytimes.com/2021/10/14/movies/bergman-island-review.html,"In Mia Hansen-Love’s new film, Vicky Krieps and Tim Roth play filmmakers on the rocks in the Baltic Sea.",The New York Times,"subject:Movies;persons:Bergman, Ingmar;persons:Roth, Tim;persons:Wasikowska, Mia;persons:Hansen-Love, Mia;creative_works:Bergman Island (Movie);persons:Krieps, Vicky;",2021-10-14T16:00:06+0000,888.0,‘Bergman Island’ Review: Love Among the Cinephiles,critic’s pick,,Scenes From Not Quite a Marriage,,,,By A.O. Scott,
Hard Luck Love Song,Hard Luck Love Song,0,"Romance, Music, Drama, Thriller",en,"English, Spanish",http://HardLuckLoveSong.com,"Jesse, a charismatic but down on his luck troubadour, finds himself at an existential crossroads as bad choices catch up with him during an unexpected reunion with Carla, an old flame.",7.043,104,0,2021-10-15,4.3,12,United States of America,https://www.nytimes.com/2021/10/14/movies/hard-luck-love-song-review.html,"Drawn from the plotline of a Todd Snider song, the film follows a pool shark and an escort, taking twists that are both violent and silly.",The New York Times,"subject:Movies;persons:Dorman, Michael (1981- );creative_works:Hard Luck Love Song (Movie);persons:Bush, Sophia (1982- );",2021-10-14T12:27:03+0000,320.0,‘Hard Luck Love Song’ Review: A Glossy Take on a Gritty Tune,,,Hard Luck Love Song,,,,By Glenn Kenny,
South of Heaven,South of Heaven,0,"Crime, Drama, Thriller",en,English,,"Convicted felon Jimmy gets early parole after serving twelve years for armed robbery. Upon his release, he vows to give Annie, his childhood love, now dying from cancer, the best last year of her life – unfortunately it’s not that simple.",17.503,120,0,2021-10-08,6.5,71,"United Kingdom, United States of America",https://www.nytimes.com/2021/10/07/movies/south-of-heaven-review.html,Jason Sudeikis plays a paroled felon who vows to give his dying lover the best year of her life.,The New York Times,"subject:Movies;persons:Sudeikis, Jason;persons:Lilly, Evangeline (1979- );persons:Keshales, Aharon;creative_works:South of Heaven (Movie);",2021-10-07T17:17:19+0000,323.0,‘South of Heaven’ Review: Anything for Love,,,South of Heaven,,,,By Amy Nicholson,
Wife of a Spy,スパイの妻,0,"Drama, War, Thriller",ja,"English, Japanese",https://intl.nikkatsu.com/sales/358.html,"It’s 1940, and the population of Japan is divided over its entry into World War II. Satoko, the wife of a fabric merchant, is devoted to her husband but is beginning to suspect he’s up to something. Soon she allows herself to be drawn into a game in which she enigmatically conceals her intentions.",18.562,114,0,2020-10-16,6.64,82,Japan,https://www.nytimes.com/2021/09/16/movies/wife-of-a-spy-review-trust-or-fear-in-love-and-war.html,"In this latest work by Kiyoshi Kurosawa, a Japanese couple’s relationship is shaped by the forces of churning nationalism that surround it.",The New York Times,"subject:Movies;persons:Kurosawa, Kiyoshi;creative_works:Wife of a Spy (Movie);",2021-09-16T11:00:07+0000,448.0,‘Wife of a Spy’ Review: Trust or Fear in Love and War?,Critic’s Pick,,Marriage Amid Nationalism,,,,By Glenn Kenny,
Happier Than Ever: A Love Letter to Los Angeles,Happier Than Ever: A Love Letter to Los Angeles,0,"Music, Documentary",en,English,https://www.disneyplus.com/movies/happier-than-ever-a-love-letter-to-los-angeles/21VAuvZk4Ssk,"Fresh off the heels of her brand-new album, ""Happier Than Ever,"" this cinematic concert experience features an intimate performance of every song in the album's sequential order – for the first and only time – from the stage of the legendary Hollywood Bowl.",12.972,65,0,2021-09-03,7.9,116,"United Kingdom, United States of America",,,,,,,,,,,,,,,
Together,Together,0,"Drama, Comedy",en,English,https://www.bbc.co.uk/programmes/m000x2lk,A husband and wife are forced to re-evaluate themselves and their relationship through the reality of the Covid-19 lockdown.,19.817,87,214390,2021-08-27,5.849,83,United Kingdom,https://www.nytimes.com/2021/08/26/movies/together-review.html,Sharon Horgan and James McAvoy play a battling couple trapped in lockdown in this theatrical pandemic drama.,The New York Times,"subject:Movies;creative_works:Together (Movie);persons:Daldry, Stephen;persons:McAvoy, James;persons:Horgan, Sharon (1970- );",2021-08-26T11:00:06+0000,412.0,‘Together’ Review: Love and Loathing in London,,,Love and Loathing in a Blighted London,,,,By Jeannette Catsoulis,
Annette,Annette,15500000,"Drama, Romance",fr,"English, French",https://www.amazon.com/dp/B093KHDSHR,"The story of Henry, a stand-up comedian with a fierce sense of humour and Ann, a singer of international renown. In the spotlight, they are the perfect couple, healthy, happy, and glamourous. The birth of their first child, Annette, a mysterious girl with an exceptional destiny, will change their lives.",40.407,140,3700000,2021-07-07,6.76,661,"Belgium, France, Germany, Greece, Japan, Mexico, Switzerland",https://www.nytimes.com/2021/08/05/movies/annette-review.html,"Adam Driver and Marion Cotillard are star-crossed lovers in this hallucinatory musical, written by Sparks and directed by Leos Carax.",The New York Times,"subject:Movies;persons:Carax, Leos;persons:Cotillard, Marion;persons:Driver, Adam;persons:Mael, Ron;persons:Mael, Russell;creative_works:Annette (Movie);organizations:Sparks (Music Group);",2021-08-05T11:00:07+0000,1069.0,‘Annette’ Review: Love Hurts,Critic’s Pick,,A Star Is Born. You Won’t Like Him.,,,,By A.O. Scott,
Resort to Love,Resort to Love,0,"Romance, Comedy",en,English,https://www.netflix.com/title/81076586,Aspiring pop star Erica ends up as the entertainment at her ex-fiancé’s wedding after reluctantly taking a gig at a luxurious island resort while in the wake of a music career meltdown.,18.688,101,0,2021-07-29,7.209,399,United States of America,https://www.nytimes.com/2021/07/29/movies/resort-to-love-review.html,"In this romantic comedy, a woman reeling from a failed engagement and a flailing career escapes to a glamorous island resort.",The New York Times,"subject:Movies;persons:Milian, Christina;creative_works:Resort to Love (Movie);persons:Tsuchida, Steven;",2021-07-29T11:00:07+0000,310.0,‘Resort to Love’ Review: A Struggling Singer in Paradise,,,"Her Ex Returns, With His Bride-to-Be",,,,By Concepción de León,
"Woodstock 99: Peace, Love, and Rage","Woodstock 99: Peace, Love, and Rage",0,"Documentary, Music",en,English,https://www.hbo.com/movies/woodstock-99-peace-love-rage,"Explore Woodstock 99, a three-day music festival promoted to echo unity and counterculture idealism of the original 1969 concert but instead devolved into riots, looting and sexual assaults.",11.847,110,0,2021-07-23,6.553,75,United States of America,,,,,,,,,,,,,,,
"Casanova, Last Love",Dernier amour,0,"Drama, Romance",fr,"English, French, German, Italian",https://lesfilmsdufleuve.be/en/movies/dernier-amour,"Year 1763. Forced into exile, the famous libertine Giacomo Casanova leaves Paris and travels to London, where he meets Marianne de Charpillon, a young prostitute to whom he is so attracted that he forgets about the other women.",15.526,99,0,2019-03-20,4.7,34,"Belgium, France, United States of America",https://www.nytimes.com/2021/07/14/movies/casanova-last-love-review-reappraising-a-philanderer.html,Benoît Jacquot’s erotic costume drama envisions the Italian playboy as a weathered sad sack living in exile.,The New York Times,"subject:Movies;persons:Jacquot, Benoit;creative_works:Casanova, Last Love (Movie);",2021-07-14T22:12:43+0000,312.0,"‘Casanova, Last Love’ Review: Reappraising a Philanderer",,,"Casanova, Last Love",,,,By Beatrice Loayza,
Running Against the Wind,Running Against The Wind,0,Drama,am,Amharic,,"The film follows the fate of two boys, one of whom hopes to become an Olympic runner and the other a photographer.",6.834,112,0,2023-07-20,6.5,1,"Ethiopia, Germany",https://www.nytimes.com/2021/07/08/movies/running-against-the-wind-review.html,Two childhood best friends reunite in this unfocused yet uplifting sports drama by the filmmaker Jan Philipp Weyl.,The New York Times,"subject:Movies;creative_works:Running Against the Wind (Movie);persons:Weyl, Jan Philipp;",2021-07-08T11:00:05+0000,342.0,‘Running Against the Wind’ Review: Love and Friendship in Addis Ababa,,,Running Against the Wind,,,,By Beatrice Loayza,
Once Upon a Time in Asia,东哥闯东北,0,"Action, Drama",zh,Mandarin,,,56.038,69,0,2024-07-16,0.0,0,China,,,,,,,,,,,,,,,
Undine,Undine,0,"Fantasy, Drama, Romance",de,"English, German, Spanish",https://www.the-match-factory.com/catalogue/films/undine.html,"Undine is a historian and tour guide at the Berlin City Museum specializing in urban development, while Christoph is an industrial diver. Linked by a love of the water, the two form an intense bond, which can only do so much to help Undine overcome the considerable baggage of her former affair.",36.843,90,0,2020-07-01,6.5,226,"France, Germany",https://www.nytimes.com/2021/06/03/movies/undine-review.html,"Paula Beer and Franz Rogowski, who made an impression in 2019’s “Transit,” are reunited by the director Christian Petzold for this adaptation of a European myth.",The New York Times,"subject:Movies;persons:Petzold, Christian;persons:Rogowski, Franz;creative_works:Undine (Movie);persons:Beer, Paula (1995- );",2021-06-03T11:00:08+0000,535.0,‘Undine’ Review: Love In and Out of the Water,Critic’s Pick,,She’s Like a Sprite Out of Water,,,,By Glenn Kenny,
This Town,This Town,0,Comedy,en,English,https://www.flicks.co.nz/movie/this-town-2020/,"Five years after being acquitted for the murder of his family, Sean (White) is finally ready to move on with life. But the bitter ex-cop (Malcolm) who led the investigation remains adamant that he's guilty - and will stop at nothing to bring him down.",2.299,91,0,2020-04-30,5.8,6,New Zealand,https://www.nytimes.com/2021/05/20/movies/this-town-review.html,This small-town comedy from New Zealand looks at the romance between a country girl and a man accused of killing his family.,The New York Times,"subject:Movies;creative_works:This Town (Movie);persons:White, David (Director);",2021-05-20T20:19:17+0000,287.0,‘This Town’ Review: Love and Rifles,,,This Town,,,,By Devika Girish,
I Miss You,Tu me manques,0,"Drama, Romance",es,"English, Spanish",,"Following his son Gabriel’s death, Jorge travels from conservative Bolivia to New York City to confront Gabriel’s boyfriend Sebastian. While the two battle over Jorge’s inability to accept his son, Sebastian channels his grief into a bold new play in honor of his lost love, in which Gabriel’s inner turmoil is transformed into an eye-popping gay fantasia.",9.269,110,0,2019-07-27,6.9,23,"Bolivia, United States of America",,,,,,,,,,,,,,,
Monday,Monday,0,"Drama, Romance",en,"English, Greek",https://www.monday.movie,"A spark on a Friday can lead to a sizzling weekend fling, but what happens when you get to the inevitable Monday?",30.089,116,0,2020-09-11,6.6,160,"Greece, United Kingdom, United States of America",https://www.nytimes.com/2021/04/15/movies/monday-review.html,"Fiery physical contact keeps an expat couple together in Greece, and the sex scenes are enough for a half-dozen movies.",The New York Times,"subject:Movies;persons:Papadimitropoulos, Argyris;persons:Stan, Sebastian;persons:Gough, Denise (1980- );creative_works:Monday (Movie);",2021-04-15T11:00:08+0000,349.0,‘Monday’ Review: A Year of Love and Its Hangovers,,,Monday,,,,By Glenn Kenny,
Bad Boys: Ride or Die,Bad Boys: Ride or Die,100000000,"Action, Crime, Thriller, Comedy",en,English,https://www.badboys.movie,"After their late former Captain is framed, Lowrey and Burnett try to clear his name, only to end up on the run themselves.",7285.79,115,395300582,2024-06-05,7.645,1138,United States of America,,,,,,,,,,,,,,,
Future People: The Family Of Donor 5114,Future People: The Family of Donor 5114,0,Documentary,en,English,,"Filmed over eight years, Rothman follows a group of adolescents who discover that they were conceived from the same sperm donor, forming an unlikely family of familiar strangers. There are presently 37 half-siblings, and counting. This documentary explores the complexities of alternative conception while defining a new realm of modern family.",0.52,102,0,2021-04-09,0.0,0,United States of America,,,,,,,,,,,,,,,
Luz: The Flower of Evil,Luz,0,"Drama, Fantasy, Western, Horror",es,Spanish,,"In the thickness of the mountains, in an isolated community led by a preacher known as El Señor, a presumed new Messiah is brought, unleashing a wave of violence and pain.",12.479,104,0,2019-10-07,4.8,23,Colombia,,,,,,,,,,,,,,,
Happily,Happily,0,"Comedy, Romance, Science Fiction, Thriller",en,English,https://www.commonwall.com/films/happily,"Tom and Janet have been happily married for years. But a visit from a mysterious stranger leads to a dead body, a lot of questions, and a tense couples' trip with friends who may not actually be friends at all.",24.638,96,0,2021-03-19,5.7,110,United States of America,https://www.nytimes.com/2021/03/18/movies/happily-review.html,"In this keeps-you-guessing comedy, Joel McHale and Kerry Bishé play a couple married for 14 years whose mutual passion is undimmed, to the annoyance of their friends.",The New York Times,"subject:Movies;creative_works:Happily (Movie);persons:Grabinski, BenDavid;",2021-03-18T11:00:06+0000,344.0,‘Happily’ Review: Does Long-Lived Love Mean You Need Treatment?,,,Happily,,,,By Glenn Kenny,
This Is the Life,This Is the Life,0,"Documentary, Music",en,English,http://www.goodlifelove.com,"In 1989, a collective of young hip hop artists gathered at a health food café in South Central Los Angeles. Their mandate? To reject gang culture and expand the musical boundaries of hip hop. DuVernay's documentary chronicles the historic legacy of the Good Life Cafe — the open mic nights that became an L.A. institution, the eclectic array of talented young MCs that emerged there, the alternative hip hop movement they developed, and their worldwide influence on the artform.",3.071,97,0,2008-02-08,6.4,7,United States of America,https://www.nytimes.com/2021/02/23/movies/this-is-the-life-review.html,"Ava DuVernay’s 2008 documentary, now streaming on Netflix, is a personal love letter to a slice of Los Angeles’s 1990s hip-hop scene.",The New York Times,"subject:Documentary Films and Programs;subject:Rap and Hip-Hop;persons:DuVernay, Ava;subject:Black People;subject:Blacks;glocations:California;glocations:Los Angeles (Calif);creative_works:This Is the Life (Movie);",2021-02-23T19:47:00+0000,470.0,‘This Is the Life’ Review: A Valuable Part of Hip-Hop History,Critic’s Pick,,A Love Letter to 1990s California Hip-Hop,,,,By Robert Daniels,
To All the Boys: Always and Forever,To All the Boys: Always and Forever,0,"Romance, Comedy, Drama",en,"English, Korean",https://www.netflix.com/title/81040397,Senior year of high school takes center stage as Lara Jean returns from a family trip to Korea and considers her college plans — with and without Peter.,40.997,115,0,2021-02-12,7.566,1861,United States of America,https://www.nytimes.com/2021/02/11/movies/to-all-the-boys-always-and-forever-review.html,"This final installment of the Netflix rom-com trilogy is earnest, bright-eyed and without a hint of cynicism.",The New York Times,"subject:Movies;persons:Condor, Lana;persons:Fimognari, Michael;persons:Centineo, Noah;creative_works:To All the Boys: Always and Forever (Movie);",2021-02-12T02:00:03+0000,482.0,‘To All the Boys: Always and Forever’ Review: Love Sweet Love,,,A Rom-Com Sequel That May Cause Cavities,,,,By Maya Phillips,
Young Hearts,Young Hearts,0,"Drama, Family",nl,"Dutch, French",https://www.polar-bear.tv/young-hearts,"Fourteen-year-old Elias increasingly feels like an outsider in his village. When he meets his new neighbour of the same age, Alexander, Elias is confronted with his burgeoning sexuality.",15.02,97,0,2024-10-10,0.0,0,"Belgium, Netherlands",https://www.nytimes.com/2021/02/11/movies/young-hearts-review.html,"The brother and sister filmmakers Sarah Sherman and Zachary Ray Sherman deliver romance, unadorned.",The New York Times,"subject:Movies;creative_works:Young Hearts (Movie);persons:Sherman, Sarah (Film Director);persons:Sherman, Zachary Ray (1984- );",2021-02-11T12:00:06+0000,324.0,‘Young Hearts’ Review: Movie Love by Algorithm,,,Young Hearts,,,,By Kristen Yoonsoo Kim,
Little Fish,Little Fish,0,"Romance, Science Fiction, Drama",en,English,https://www.littlefish.movie,A couple fights to hold their relationship together as a memory loss virus spreads and threatens to erase the history of their love and courtship.,48.334,101,39053,2021-02-05,7.0,188,"Canada, United States of America",https://www.nytimes.com/2021/02/04/movies/little-fish-review.html,This sci-fi romance imagines a world with widespread memory loss through the eyes of one couple.,The New York Times,"subject:Movies;creative_works:Little Fish (Movie);persons:Hartigan, Chad;",2021-02-04T12:00:06+0000,315.0,‘Little Fish’ Review: Do You Remember Love?,,,Little Fish,,,,By Kristen Yoonsoo Kim,
Two of Us,Deux,0,"Drama, Romance",fr,"German, French",https://www.twoofusfilm.com,"Nina and Madeleine have been sharing their lives and the landing between their two apartments for decades. After more than 20 years of loving in the shadows, Madeleine promises Nina she will tell her family the truth. It takes an unexpected event to show her the importance of living your truth.",22.405,92,208723,2020-02-12,7.055,154,"Belgium, France, Luxembourg",https://www.nytimes.com/2021/02/04/movies/two-of-us-review-thwarted-love.html,An older lesbian couple is met with unexpected devastation in this aching romantic drama by Filippo Meneghetti.,The New York Times,"subject:Movies;persons:Sukowa, Barbara;creative_works:Two of Us (Movie);persons:Meneghetti, Filippo;",2021-02-04T12:00:03+0000,313.0,‘Two of Us’ Review: Thwarted Love,,,Two of Us,,,,By Beatrice Loayza,
Atlantis,Atlantis,0,"Music, Documentary",fr,French,,"Atmospheric soundtrack follows this compilation of nature footage that focuses on the ocean and various life forms that live, mate and die in it.",14.775,74,138,1991-08-21,6.254,46,"France, Italy",https://www.nytimes.com/2021/01/21/movies/atlantis-review-a-bleak-apocalypse-love-story.html,"Ukraine’s official Oscar entry, the movie depicts an all-too-convincing dystopia, with no fancy gadgets or cars.",The New York Times,"subject:Movies;creative_works:Atlantis (Movie);persons:Vasyanovych, Valentyn;",2021-01-21T12:00:06+0000,320.0,‘Atlantis’ Review: A Bleak Apocalypse Love Story,Critic’s Pick,,Atlantis,,,,By Glenn Kenny,
Preparations to Be Together for an Unknown Period of Time,Felkészülés meghatározatlan ideig tartó együttlétre,1000000,Drama,hu,"English, Hungarian",,"Márta, a 40-year-old neurosurgeon, falls in love. She leaves her shining American career behind and returns to Budapest to start a new life with the man she loves. But she waits for him at the Liberty Bridge in vain - he does not appear at their rendezvous. Márta starts to search for him desperately, but when she finally finds him, the love of her life claims that they have never met before.",10.861,95,117368,2020-09-24,6.2,32,Hungary,,,,,,,,,,,,,,,
Your Name Engraved Herein,刻在你心底的名字,0,"Romance, Drama",zh,"Mandarin, English",,"In 1987, as martial law ends in Taiwan, Jia-han and Birdy fall in love amid family pressure, homophobia and social stigma.",34.915,114,0,2020-09-30,7.882,245,"Taiwan, United States of America",https://www.nytimes.com/2020/12/24/movies/review-your-name-engraved-herein.html,The filmmaker Patrick Liu keeps the focus on the two young men in this Taiwanese drama and blurs the rest.,The New York Times,"subject:Movies;glocations:Taiwan;persons:Liu, Patrick (Filmmaker);creative_works:Your Name Engraved Herein (Movie);",2020-12-24T12:00:06+0000,295.0,‘Your Name Engraved Herein’ Review: When Love Is All You Can See,,,Your Name Engraved Herein,,,,By Teo Bugbee,
Sylvie's Love,Sylvie's Love,0,"Romance, Drama",en,English,https://www.amazon.com/dp/B08L49K11S,"When a young woman meets an aspiring saxophonist in her father’s record shop in 1950s Harlem, their love ignites a sweeping romance that transcends changing times, geography, and professional success.",11.961,114,0,2020-01-27,6.298,89,United States of America,https://www.nytimes.com/2020/12/22/movies/sylvies-love-review.html,Tessa Thompson and Nnamdi Asomugha star in a swoony love story that wonderfully rethinks the classic Hollywood melodrama.,The New York Times,"subject:Movies;persons:Asomugha, Nnamdi;persons:King, Aja Naomi;persons:Longoria, Eva;persons:Thompson, Tessa;glocations:Harlem (Manhattan, NY);creative_works:Sylvie's Love (Movie);persons:Ashe, Eugene;",2020-12-22T19:12:32+0000,1022.0,"‘Sylvie’s Love’ Review: In the Mood for Romance, Sighs and Tears",Critic’s Pick,,"Young Lovers Swoon, as Young Lovers Should",,,,By Manohla Dargis,
"ariana grande: excuse me, i love you","ariana grande: excuse me, i love you",0,"Music, Documentary",en,English,https://www.netflix.com/title/81238721,Ariana Grande takes the stage in London for her Sweetener World Tour and shares a behind-the-scenes look at her life in rehearsal and on the road.,16.206,97,0,2020-12-21,8.08,350,United States of America,,,,,,,,,,,,,,,
Museum Town,Museum Town,0,Documentary,en,English,https://www.museumtownmovie.com/,A rural American town suffering economically from factory closures finds an unconventional route to recovery with the help of MASS MoCA.,3.718,75,0,2019-03-10,0.0,0,United States of America,https://www.nytimes.com/2020/12/17/movies/museum-town-review.html,This documentary looks at how a contemporary art museum in Western Massachusetts transformed a struggling small town.,The New York Times,"subject:Documentary Films and Programs;subject:Art;creative_works:Museum Town (Movie);persons:Trainer, Jennifer;organizations:Massachusetts Museum of Contemporary Art;subject:Museums;glocations:North Adams (Mass);",2020-12-17T15:49:52+0000,280.0,‘Museum Town’ Review: A Love Letter to Mass MoCA,,,Museum Town,,,,By Lovia Gyarkye,
Wild Mountain Thyme,Wild Mountain Thyme,0,"Romance, Drama",en,English,,"Headstrong farmer Rosemary Muldoon has her heart set on winning her neighbour Anthony Reilly's love. The problem is, Anthony seems to have inherited a family curse, and remains oblivious to his beautiful admirer. Stung by his father's plans to sell the family farm to his American nephew, Anthony is jolted into pursuing his dreams.",24.658,102,0,2020-12-11,5.17,165,"Ireland, United Kingdom",https://www.nytimes.com/2020/12/10/movies/wild-mountain-thyme-review.html,John Patrick Shanley adapts his play “Outside Mullingar” into a movie. (Don’t worry about the accents.),The New York Times,"subject:Movies;persons:Shanley, John Patrick;persons:Blunt, Emily;persons:Dornan, Jamie;creative_works:Outside Mullingar (Play);creative_works:Wild Mountain Thyme (Movie);",2020-12-10T12:00:04+0000,341.0,‘Wild Mountain Thyme’ Review: Finding Love Down on the Farm,,,Wild Mountain Thyme,,,,By Glenn Kenny,
My Psychedelic Love Story,My Psychedelic Love Story,0,Documentary,en,English,https://www.sho.com/titles/3497302/my-psychedelic-love-story,An examination of the notorious high priest of LSD Timothy Leary through the eyes of his famed lover Joanna Harcourt-Smith.,3.459,107,0,2020-10-22,6.3,7,United States of America,https://www.nytimes.com/2020/11/26/movies/my-psychedelic-love-story-review.html,"This Errol Morris documentary explores the relationship between the LSD guru and Joanna Harcourt-Smith, a woman who likened herself to Mata Hari.",The New York Times,"subject:Documentary Films and Programs;creative_works:My Psychedelic Love Story (Movie);persons:Harcourt-Smith, Joanna (1946-2020);persons:Morris, Errol;subject:LSD (Lysergic Acid Diethylamide);subject:Content Type: Personal Profile;",2020-11-26T12:00:05+0000,599.0,‘My Psychedelic Love Story’ Review: On the Run With Timothy Leary,Critic’s Pick,,Acid and Romance: On the Run With Timothy Leary,,,,By Glenn Kenny,
69: The Saga of Danny Hernandez,69: The Saga of Danny Hernandez,0,"Music, Documentary",en,English,https://www.hulu.com/movie/69-the-saga-of-danny-hernandez-345025ec-5022-4cca-a5f7-d3870fce96b3,"Part investigative documentary, part real-life gangster movie, this film unpacks the life of polarizing rap sensation and internet troll Tekashi69, aka 69, while chronicling his meteoric rise and fall from fame.",3.225,101,0,2021-04-29,6.0,12,United States of America,https://www.nytimes.com/2020/11/17/movies/69-saga-of-danny-hernadez-review.html,The rise and fall of the provocative rapper Tekashi69 is chronicled in this Hulu documentary.,The New York Times,"subject:Documentary Films and Programs;subject:Rap and Hip-Hop;persons:Gandhi, Vikram;persons:6ix9ine (Rapper);creative_works:69: The Saga of Danny Hernandez (Movie);",2020-11-17T19:07:20+0000,363.0,‘69: The Saga of Danny Hernandez’ Review: A SoundCloud-Rap Rat,,,"Loved in Hip-Hop, but Loathed in the End",,,,By Calum Marsh,
Ammonite,Ammonite,0,"Romance, Drama",en,English,https://www.ammonite-movie.com,"In 1840s England, palaeontologist Mary Anning and a young woman sent by her husband to convalesce by the sea develop an intense relationship. Despite the chasm between their social spheres and personalities, Mary and Charlotte discover they can each offer what the other has been searching for: the realisation that they are not alone. It is the beginning of a passionate and all-consuming love affair that will defy all social bounds and alter the course of both lives irrevocably.",43.105,118,1396905,2020-11-13,7.004,550,United Kingdom,https://www.nytimes.com/2020/11/12/movies/ammonite-review.html,Kate Winslet’s fossil hunter and Saoirse Ronan’s convalescent embark on a forbidden seaside romance.,The New York Times,"subject:Movies;persons:Ronan, Saoirse;persons:Winslet, Kate;persons:Lee, Francis (1969- );creative_works:Ammonite (Movie);",2020-11-12T12:00:04+0000,510.0,‘Ammonite’ Review: Love on the Rocks,Critic’s Pick,,Love on the Rocks,,,,By Jeannette Catsoulis,
Love and Monsters,Love and Monsters,30000000,"Comedy, Action, Adventure, Science Fiction",en,English,https://www.paramountmovies.com/movies/love-and-monsters,"Seven years since the Monsterpocalypse began, Joel Dawson has been living underground in order to survive. But after reconnecting over radio with his high school girlfriend Aimee, Joel decides to venture out to reunite with her, despite all the dangerous monsters that stand in his way.",46.983,109,1122066,2020-10-16,7.313,3941,United States of America,https://www.nytimes.com/2020/10/15/movies/love-and-monsters-review.html,The new sci-fi adventure from Michael Matthews lacks the self-seriousness of typical dystopian flicks but doesn’t completely lack depth.,The New York Times,"persons:Matthews, Michael (Film Director);subject:Movies;creative_works:Love and Monsters (Movie);",2020-10-15T11:00:07+0000,284.0,‘Love and Monsters’ Review: Coming-of-Age After the Apocalypse,,,Love and Monsters,,,,By Lovia Gyarkye,
Dick Johnson Is Dead,Dick Johnson Is Dead,0,Documentary,en,English,https://www.netflix.com/title/80234465,"With this inventive portrait, director Kirsten Johnson seeks a way to keep her 86-year-old father alive forever. Utilizing moviemaking magic and her family’s dark humor, she celebrates Dr. Dick Johnson’s last years by staging fantasies of death and beyond. Together, dad and daughter confront the great inevitability awaiting us all.",10.045,89,0,2020-01-23,7.2,124,United States of America,https://www.nytimes.com/2020/10/01/movies/dick-johnson-is-dead-review.html,"With the help of her father, the documentary filmmaker Kirsten Johnson made a surprising, endearing movie about his death.",The New York Times,"creative_works:Dick Johnson Is Dead (Movie);subject:Documentary Films and Programs;persons:Johnson, Kirsten (1965- );creative_works:Cameraperson (Movie);subject:Death and Dying;",2020-10-01T11:00:08+0000,816.0,"‘Dick Johnson Is Dead’ Review: A Father’s Painful, Funny Goodbye",Critic’s pick,,A Love Letter Delivered Along With a Death Notice,,,,By Manohla Dargis,
